名称	区	地址	类型	房源数	车位数	开发商
文光丽景大厦	南山区 西丽 	 南山区西丽南路，茶光路，西丽二小旁		-	-	-
马安山新村	龙岗区 布吉片区 	 龙岗区布吉西环路		-	-	-
航空大厦	福田区 黄木岗片区 	 福田区深南中路		-	-	-
新园路18号大院	罗湖区 东门 	 罗湖区新园路39号		-	-	-
爱委会大厦	罗湖区 清水河泥岗 	 罗湖区红岗路武警医院东面		-	-	-
鑫瑞科大厦	福田区 福田保税区 	 福田保税区桃花路32号		-	-	-
泽华大厦	龙华区 龙华中心 	 深圳宝安区龙华镇梅龙路与东环一路交汇处		430	-	深圳市泽华有限公司
兴龙楼	坪山区 坑梓 	 龙岗区光祖北路与深汕公路交汇处西南侧		-	123	-
濠盛商务中心	南山区 前海 	 南山区南新路与东滨路交汇处		-	600	深圳市北头实业股份有限公司
红树林海景花园	福田区 竹子林 	 福田区园博园南门右侧。		-	-	-
银东大厦	福田区 福田保税区 	 		-	-	-
龙华别墅	宝安区 宝安区 	 国王酒店西侧		-	-	-
艺丰花园	福田区 上梅林 	 福田区彩田北路7001号		28	150	艺丰实业（集团）股份有限公司
松岗厂房	宝安区 松岗片区 	 深圳市宝安区松岗镇.		-	-	-
丰润别墅	宝安区 宝安区 	 龙华人民路		30	1500	深圳市物业工程开发公司
香荔新村	福田区 景田 	 福田区景田东路31号		-	-	-
金銮时代大厦	龙华区 龙华片区 	 宝安区龙华和平东路		-	-	-
傲翠庭	罗湖区 莲塘片区 	 罗沙公路南侧		-	194	深圳市莲塘房地产开发公司
佳宁娜友谊广场	罗湖区 宝安南 	 罗湖区人民南路2002号		-	-	-
蓝天绿都家园	福田区 上梅林 	 梅林路与皇岗路交界西南		260	260	深圳市泰民实业发展有限公司
中电大院	福田区 华强南	南园 		-	200	深圳市中电集团有限公司
常兴广场	南山区 南头 	 常兴路与桃园路交汇处		327	400	深圳新常兴城实业发展有限公司
波托菲诺三期Ⅰ区	南山区 华侨城片区 	 南山区华侨城香山中街		360	30	深圳华侨城房地产有限公司
置富公寓	罗湖区 布心 	 罗湖区布吉路1030号		-	-	-
大运城邦七期	龙岗区 龙岗中心区 	 东莞市凤岗镇官井头村益田大运城邦		-	-	东莞市益田奥城房地产投资有限公司
兰江山第花园一期	福田区 下梅林 	 福田区香蜜湖半山莲塘尾片区北		915	1410	深圳城盛房地产开发有限公司
海逸雅居	龙岗区 龙岗中心区 	 中心城		218		深圳市方通实业发展有限公司
万科17英里	大鹏新区 葵涌片区 	 葵涌镇溪涌		107		深圳市万科房地产有限公司
17英里花园二期	大鹏新区 葵涌 	 葵涌镇		324		深圳市万科房地产有限公司
大世纪花园三期	龙岗区 布吉 	 布吉镇		340	500	深圳市勤诚达集团有限公司
赤龙坑住宅楼	罗湖区 黄贝岭 	 罗湖区新秀路30号		-	-	-
新汉威大厦	龙岗区 龙岗中心区 	 龙岗区植物园路401号		-		-
世纪汇都会轩	福田区 福田中心区 	 深圳福田深南路与中航路交界处		-	1000	深圳和记黄埔中航地产有限公司
格塘新村	龙岗区 布吉 	 西环路旁		-	-	-
新源花园	宝安区 西乡 	 宝安区西乡中心地带的西乡大道与宝源路交汇处一侧		-	41	广兴源房地产开发有限公司
兰亭蕙风名园	罗湖区 罗湖区 	 罗湖区罗沙路与延芳路交汇处		-	790	深圳其士金峰园房地产开发有限公司
新安76区住宅楼	宝安区 西乡 	 宝安中心区新安76区锦花路		-	-	-
明华小区	南山区 蛇口 	 南山区蛇口四海路		-	-	-
腾飞苑	南山区 西丽 	 南山区留仙大道与沙河西路交汇处西北侧		-	-	-
荔景家园	南山区 西丽 	 南山区龙井路与龙珠三路交汇处		-	-	-
新安13区商住楼	宝安区 宝安中心区 	 宝安45区裕安路		-	-	-
上梅林新村	福田区 上梅林 	 上梅林新世界百货旁边		-	-	-
兰帕公寓	宝安区 宝安中心区 	 宝安区城区宝民一路		-	-	-
华昌大厦	南山区 南山中心区 	 南山区南新路2016号		-		-
吉大花园	龙岗区 布吉 	 深圳龙岗布吉中兴路		-	500	吉大地产
新安77区住宅楼	宝安区 宝安中心区 	 		-	-	-
陶瓷大厦	福田区 上梅林片区 	 福田区梅华路		-	-	-
富邦公寓	龙华区 大浪 	 陇海路		-	-	-
福朋喜来登酒店公寓	福田区 福田保税区 	 福田保税区		-	-	-
景湖家园	宝安区 松岗 	 河滨北路胜高酒店正后方		-	236	深圳市广业城投资发展有限公司
怀德城市花园	宝安区 福永片区 	 福永大道		-	-	-
田沁苑	宝安区 沙井 	 沙井锦绣路三洋厂后		-	-	-
景华楼	龙华区 龙华片区 	 深圳龙华人民北路,美丽AAA正对面		-	-	-
金宝商务大厦	宝安区 翻身 	 宝安44区顺风路		-	-	-
福田南小区	福田区 华强南	南园 		-	-	-
金龙花园	龙岗区 布吉片区 	 布吉大芬		-	500	深圳市南岭股份合作公司
深信泰丰大厦	宝安区 新安老城 	 宝安区新安街道办前进路东侧		-	-	深圳市深信西部房地产有限公司
安华小区(车公庙)	福田区 车公庙 	 福田区泰然八路18号		-	-	-
光前大厦	南山区 西丽 	 科技园北区郎山路		-	-	-
诗宁里小区	盐田区 沙头角 	 盐田区官下路2号		-	-	深圳市盐田区人民政府沙头角街道办事处
大靓花园	龙岗区 布吉 	 龙岗区平湖镇平湖大街		-	760	-
登高村	罗湖区 东门 	 东门中路		-	-	-
国人大厦	南山区 科技园 	 南山区科技园		-	250	-
庆展花园	龙岗区 布吉 	 布吉镇庆展花园		-	-	-
南晶小区	龙岗区 布吉 	 布吉求水山公园附近		-	-	-
翠隆花园	龙岗区 布吉 	 下水径布龙路		-	-	-
福源公寓	福田区 下梅林 	 福田区下梅林梅林路与龙尾路交汇处		-	-	-
广三保综合楼	宝安区 新安老城 	 宝安区宝农北巷与前进一路交汇处东南侧		-		-
黄必围住宅楼	盐田区 盐田港 	 盐田区黄必围47号		-		-
梓龙楼	坪山区 坑梓 	 龙岗区深汕公路与光祖北路交汇处西南侧		-	-	-
鸿基综合楼	龙岗区 龙岗中心区 	 吉祥中路		-	-	-
洪二村	罗湖区 桂园蔡屋围 	 罗湖区宝安南路洪二村2159号		-	-	-
港发新村	罗湖区 布心 	 草埔港发新村		-	500	-
华美居	宝安区 宝中 	 宝安新中心区体育馆西侧		-	-	-
上沙住宅	福田区 新洲片区 	 上沙广场附近		-	-	-
利保大厦	南山区 蛇口片区 	 南山蛇口工业八路		-	-	-
常兴新村	南山区 南山中心区 	 常兴新村		-	-	-
报业大院	福田区 园岭白沙岭 	 新闻大厦后面		-		-
保税区住宅楼	盐田区 沙头角片区 	 盐田区沙头角沙深盐路		-	-	-
公路局宿舍	福田区 新洲 	 福田区新洲九街公路局宿舍		-	-	-
三家店住宅楼	盐田区 沙头角 	 盐田区恩上路一巷11号		-		-
统建楼	南山区 蛇口 	 深圳市罗湖区沿河北路2021号		-	-	-
航空公寓	南山区 南头片区 	 南山大道与学府路		-	250	深圳市深航房地产开发有限公司
阳光雅苑	龙岗区 布吉 	 龙岗布吉南岭东路沙西小学对面		-	334	南岭村村委
文康苑	南山区 西丽 	 南山西丽镇，茶光村		-	-	-
汽培小区	罗湖区 黄贝岭 	 罗芳路口罗湖体育馆旁		-	-	-
运恒大厦	宝安区 新安老城 	 宝安6区		-	-	-
新安25区住宅楼	宝安区 宝安中心区 	 		-	-	-
三联玉石文化村	龙岗区 布吉 	 龙岗区布吉三联水晶玉石文化村3区		-	-	-
关前楼	盐田区 沙头角 	 盐田区海涛路8号		-		-
新安6区住宅楼	宝安区 宝安中心区 	 宝安6区前进一路西、深圳东路南		-	210	唐山海港开发区丞起房地产开发有限公司
水径村	龙岗区 布吉片区 	 龙岗区布吉镇水径村		-	-	-
龙军花园	龙华区 龙华片区 	 龙华福龙路与和平西路交汇处		-	-	-
防疫站住宅楼	福田区 华强南	南园 		-		-
潜龙阁	龙华区 龙华片区 	 梅林关附近的小区房区域		-	-	-
东心岭小区	龙岗区 布吉 	 吉华路		-	-	-
教育新村(布吉)	龙岗区 布吉 	 吉政路69号		-	-	-
亨龙楼	坪山区 坑梓 	 龙岗区深汕公路与光祖北路交汇处东侧		-	-	-
南贤商业广场	龙华区 民治 	 梅林关口梅龙路民旺路		-	-	-
九龙城购物广场	罗湖区 东门 	 东门中路2013号		-	-	深圳市九龙地产有限公司
雪象花园新村	龙岗区 坂田 	 龙岗区坂田街道		-	-	-
布尾村	福田区 景田 	 景新花园附近，车站附件		-	-	-
布心单身公寓	罗湖区 布心片区 	 罗湖区妇幼保健院正对面		-	-	罗湖房地产开发商
宝华大厦(龙华)	龙华区 龙华中心 	 龙华中环路		-	-	-
福安小区	福田区 竹子林 	 福田区福中三路		-	-	-
新沙干部楼	福田区 上下沙 	 福田区新洲村		-	-	-
石厦村	福田区 石厦片区 	 福田区委旁		-	-	-
广场大厦	宝安区 新安老城 	 深圳宝安九区宝民一路旁边		-	-	宝安集团
警察花园	南山区 科技园 	 南山区科技园高新中四道		-	443	-
皇岗新村	福田区 皇岗 	 皇岗村　三龙花园		-	-	-
商检小区	南山区 蛇口片区 	 蛇口工业八路		-	-	-
祥龙苑	宝安区 宝安区 	 坂田四季花城对面		-	-	-
工商楼	南山区 南头 	 南山区深南大道12017号南边工商宿舍楼		-		-
旺角购物广场	罗湖区 东门 	 东门中路2031号		-	-	-
五矿三号大院	罗湖区 翠竹 	 罗湖区翠竹片区文锦北路1048号		-		-
赤岭头	龙华区 大浪 	 宝安大浪赤岭头村		-	-	-
淳安居	罗湖区 布心 	 太白路		-	-	-
赤尾村	福田区 华强南	南园 		-		-
平丽花园	南山区 西丽 	 南山区西里镇平丽花园		-	-	-
蛇口国土所综合楼	南山区 蛇口 	 南山区花果路3号		-		-
京宝苑	龙岗区 布吉 	 龙岗区宝丽路9号		-		-
宝岭花园	龙岗区 布吉 	 布吉李郎路口康桥		-	-	-
银河新村	龙华区 观澜 	 宝安区观澜大道与迎宾路交汇处南侧		-		观澜物业发展有限公司
康达尔公寓	福田区 新洲 	 福田区新洲三路18号		-		-
梅丰花园	福田区 下梅林 	 福田农批市场对面		-	-	-
香江东苑	福田区 新洲 	 福田区新洲二街与新洲六街交汇处		-		-
沙埔头综合楼	福田区 华强南	南园 		-		-
龙东社区	龙岗区 龙岗中心区 	 龙岗区深汕路		-	-	-
荣盛楼	龙岗区 坂田 	 板田五和大道七区		-	-	-
百利西城	宝安区 沙井片区 	 宝安区沙井镇民主大道		-	-	-
东村小区	龙岗区 坂田片区 	 宝安北路		-	-	-
梓兴花园	坪山区 坑梓 	 龙岗区坑梓镇光祖南路		-	150	-
联泰梅沙湾	盐田区 大梅沙 	 盐田区大梅沙盐梅路		-	160	深圳市联泰房地产开发有限公司
玉翠新村	龙华区 龙华片区 	 龙华汽车站后侧区域		-	-	-
潮流前线商场	福田区 黄木岗片区 	 深圳市福田区深南路与中航路交汇处		-	-	深圳市千万家实业发展有限公司
中信地下商场	福田区 华强南	南园 		-	-	深圳市中信城市广场投资有限公司
紫云阁	罗湖区 翠竹 	 文锦北路		300	260	泰宏基实业发展深圳有限公司
金泰地铁商场	罗湖区 东门 	 永新街与新园路交汇处		-		深圳市金泰园投资发展有限公司
和御苑	龙岗区 龙岗中心区 	 龙岗中心城实验学校旁		-	220	深圳市宝嘉新投资有限公司
海港花园	盐田区 沙头角 	 盐田区环城路5号		-	21	深圳勤鑫房地产开发公司
三九花园	罗湖区 银湖 	 罗湖区北环大道1028号		140	-	-
齐明公寓	罗湖区 银湖片区 	 罗湖区银湖路		-	72	齐名建工
蛇口渔港综合楼	南山区 蛇口 	 南山区蛇口新街54号		-		-
茂名大厦	罗湖区 翠竹 	 罗湖区文锦北路水贝		-	-	-
长岭花园	罗湖区 莲塘 	 罗湖区罗沙公路与七号路交汇处东南侧		-	-	-
海涛花园	盐田区 沙头角 	 盐田区桥东路与步步高交汇处东北侧		-	-	深圳市盛世盈丰投资有限公司
动力小区	福田区 华强南	南园 		-	50	动力公司
海城新村	宝安区 西乡 	 宝安区西乡街道海城新村		-	1100	-
钱排村	龙岗区 布吉片区 	 布吉西环路德兴花园		-	-	-
丽珠花园	南山区 西丽 	 南山区珠光路与龙井路交汇处东北侧		-	-	丽珠实业房地产公司
燕含花园	南山区 华侨城片区 	 华侨城医院附近		-	-	-
雅园	龙岗区 坂田片区 	 南临布龙路、坂雪岗大道,北临贝尔路		-	-	深圳市佳昌信投资咨询有限公司
彩寓公寓	南山区 南油 	 深圳市南山南油		-	-	-
森照公馆	罗湖区 莲塘 	 罗湖区聚宝路165		-	-	-
彬业大厦	宝安区 福永 	 福永中心康之宝旁		-	-	-
共乐华庭	宝安区 西乡 	 西乡富通城后面		460	-	共乐村委
学府公寓	宝安区 石岩 	 桂庙新村		-	-	-
福永街道新城大道东侧	宝安区 福永片区 	 福永镇福永大道旁		-	1016	永泰辉印刷（深圳）有限公司
西丽城市公寓	南山区 西丽 	 深圳南山区西丽镇留新大道,同沙路9栋1号楼		-	-	-
锦绣明珠	龙华区 龙华片区 	 龙华中心东环二路狮头岭锦绣明珠520		-	-	-
华泰小区	福田区 景田 	 福田区新闻路76号		-		-
荣华楼	龙岗区 布吉 	 龙岗区吉华路与龙岭路交汇处南侧		-		-
华乐花园	罗湖区 黄贝片区 	 深圳市罗湖怡景		-	-	-
景田怡华苑	福田区 景田 	 福田区景田北街2号		-	100	-
北方大厦	福田区 华强南	南园 		-	-	中国北方工业深圳分公司
嘉兴苑	南山区 西丽 	 深圳市南山西丽		-	-	-
华强花园一期	福田区 华强南	南园 		-	135	深圳华强房地产开发有限公司
鼎新大厦	南山区 西丽 	 留仙大道		-	250	-
鸿展商城	罗湖区 东门 	 解放路北		-		深圳市鸿展实业发展有限公司
鸿安楼	罗湖区 桂园蔡屋围 	 罗湖区宝安南路与红宝路		-	-	深圳市奇新发展有限公司
中政华庭	罗湖区 桂园蔡屋围 	 罗湖		-	-	深圳市中立投资有限公司
交行大厦	福田区 华强百花 	 红荔路		-	-	-
西京大厦	福田区 车公庙片区 	 龙平东路泰然九路		-	-	-
育才花园	罗湖区 布心 	 罗湖区金稻田路		-	50	-
惠发花园	福田区 上下沙 	 上沙二路		-	-	-
南福苑	南山区 西丽片区 	 南山南新路东、学府路南		-	-	-
怡富花园	罗湖区 银湖 	 深圳市罗湖区金湖路怡富花园		192	100	广州军区
丽珠苑	南山区 西丽片区 	 西丽珠光路丽珠花园		-	-	丽珠实业房地产公司
石鼓花园	南山区 西丽 	 南山区石鼓路与留仙大道交汇处西北侧		-	200	-
平福苑	南山区 西丽 	 深圳大学城旁,		-	-	-
珠光大厦	南山区 西丽片区 	 南山区珠光路与龙井路交汇处东北侧		-	-	-
珠光苑	南山区 西丽 	 南山区沙河西路与西丽南支路交汇处西侧		-	-	-
塘郎新村	南山区 西丽片区 	 南山区西丽镇塘朗村		-	-	-
民政公寓	南山区 南山中心区 	 南山区南光路西侧		-	-	-
新围大厦	南山区 西丽 	 西丽天虹商场后门西侧)		-	-	-
亿利达村多层宿舍	南山区 南山中心区 	 南山区南山大道2009号		-		-
百仕成大厦	南山区 南山中心区 	 南山大道		-	-	-
富豪园	南山区 南头片区 	 南山区马加龙工业区(科技园附近)		-	-	-
明珠荔景	南山区 南头片区 	 南山马家龙		-	-	明珠荔景房产有限公司
华文苑	罗湖区 清水河泥岗 	 		-	-	-
逸山明居	福田区 黄木岗 	 梅岗路		-	-	-
田面花园	福田区 华强百花 	 福田深南中路与福田路交汇处		-	-	-
田面工业大厦	福田区 华强百花 	 振华西路		-	-	-
航城大厦	福田区 黄木岗片区 	 中航路		-	-	-
万源大厦	福田区 华强百花 	 航天路		-	-	-
投资大厦	福田区 福田中心区 	 福田区中心区深南大道4009号		-	300	-
上步工贸大厦	福田区 华强南	南园 		-	-	-
江南花园	福田区 石厦片区 	 福田福强路皇岗公园南侧		-	350	祈昱地产(深圳)有限公司
丰立大厦	福田区 福田中心区 	 福田区中心区信息枢纽大厦旁(益田路5088号) (邮编:51804		-	-	-
明雅阁	福田区 石厦片区 	 福田区福强路		-	245	深圳市久鑫房地产开发有限公司
